0.00062,0.99990405,NA
0.000625,0.9999063500000001,NA
0.00063,0.99990865,3.3694079e-05
0.000635,0.99991095,3.4582237e-05
0.0006400000000000001,0.9999145,3.5536306e-05
0.000645,0.9999180600000001,3.649172e-05
0.00065,0.99992163,3.7447134e-05
0.000655,0.99992477,3.8456051e-05
0.00066,0.99992783,3.9475159e-05
0.000665,0.99993088,4.0494268e-05
0.00067,0.99992748,3.3026205e-05
0.000675,0.9999213,2.1920783e-05
0.00068,0.99991513,1.0815361e-05
0.000685,0.99990829,3.9746386e-06
0.00069,0.99990037,4.0921084e-06
0.000695,0.99989245,4.2095783e-06
0.0007,0.9998848,4.3274556e-06
0.000705,0.99988155,4.451716e-06
0.00071,0.9998783,4.5759763e-06
0.000715,0.99987504,4.7002367e-06
0.00072,0.99987191,4.8273743e-06
0.000725,0.99986884,4.9558659e-06
0.00073,0.99986577,5.0843575e-06
0.000735,0.99986275,5.2140449e-06
0.00074,0.99986022,5.3544944e-06
0.000745,0.99985769,5.4949438e-06
0.00075,0.99985516,5.6353933e-06
0.000755,0.99985252,5.7801099e-06
0.00076,0.99984977,5.9284615e-06
0.0007649999999999999,0.99984702,6.0768132e-06
0.00077,0.99984427,6.2251648e-06
0.000775,0.99984166,6.3829688e-06
0.00078,0.99983905,6.5418229e-06
0.000785,0.99983645,6.7006771e-06
0.00079,0.99983384,6.8601053e-06
0.000795,0.99983121,7.0285263e-06
0.0008,0.99982858,7.1969474e-06
0.0008050000000000001,0.99982595,7.3653684e-06
0.00081,0.99982335,7.53745e-06
0.000815,0.99982085,7.719950000000001e-06
0.00082,0.99981835,7.902449999999999e-06
0.000825,0.99981585,8.08495e-06
0.00083,0.9998133,8.2688293e-06
0.000835,0.99981062,8.456634099999999e-06
0.00084,0.99980794,8.644439e-06
0.000845,0.99980525,8.8322439e-06
0.00085,0.99980256,9.0224752e-06
0.000855,0.99979984,9.225445499999999e-06
0.00086,0.99979712,9.4284158e-06
0.000865,0.9997944,9.631386100000001e-06
0.00087,0.99979169,9.8351887e-06
0.000875,0.99978909,1.0045094e-05
0.00088,0.9997865,1.0255e-05
0.000885,0.99978391,1.0464906e-05
0.0008899999999999999,0.99978131,1.0674811e-05
0.000895,0.99977863,1.0897309e-05
0.0009,0.99977594,1.1121525e-05
0.000905,0.9997732499999999,1.134574e-05
0.00091,0.99977056,1.1569955e-05
0.000915,0.99976776,1.1804525e-05
0.00092,0.99976482,1.2053394e-05
0.000925,0.99976188,1.2302262e-05
0.0009300000000000001,0.99975894,1.2551131e-05
0.000935,0.999756,1.28e-05
0.00094,0.99975319,1.305974e-05
0.000945,0.99975037,1.3319481e-05
0.00095,0.99974756,1.3579221e-05
0.000955,0.99974474,1.3838961e-05
0.00096,0.99974187,1.4105106e-05
0.000965,0.99973889,1.4381702e-05
